tel_nev;megy_nev;oevk_nev;oevkcenter;oevk_num;oevk_str;shape_leng;shape_area
Rátka;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Regéc;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Révleányvár;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Ricse;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Sárazsadány;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Sárospatak;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Sátoraljaújhely;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Semjén;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Sima;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Szalaszend;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Szegi;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Szegilong;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Szemere;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Tállya;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Telkibánya;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Tiszacsermely;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Tiszakarád;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Tolcsva;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Tornyosnémeti;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Vágáshuta;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Vajdácska;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Vámosújfalu;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Vilmány;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Vilyvitány;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Viss;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Vizsoly;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Zalkod;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Zemplénagárd;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Zsujta;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület;Sátoraljaújhely;5;5;356364.78;1981433741.63
Alsódobsza;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Aszaló;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Bekecs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Belegrád;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Bodrogkeresztúr;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Bodrogkisfalud;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Bőcs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Csobaj;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Gesztely;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Girincs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Halmaj;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Hernádkak;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Hernádkércs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Hernádnémeti;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Kesznyéten;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Kiscsécs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Legyesbénye;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Mád;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Megyaszó;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Mezőzombor;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Monok;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Nagykinizs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Onga;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Ongaújfalu;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Oszlár;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Prügy;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Sajóörös;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Sajószöged;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Sóstófalva;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Szentistvánbaksa;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Szerencs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Szikszó;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Taktabáj;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Taktaharkány;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Taktakenéz;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Taktaszada;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Tarcal;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Tiszaladány;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Tiszalúc;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Tiszapalkonya;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Tiszatardos;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Tiszaújváros;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Tokaj;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Újcsanálos;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület;Tiszaújváros;6;6;254720.86;991918862.39
Ároktő;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Berzék;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Bogács;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Borsodgeszt;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Borsodivánka;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Bükkábrány;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Bükkaranyos;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Bükkszentkereszt;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Bükkzsérc;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Cserépfalu;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Cserépváralja;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Csincse;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Egerlövő;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Emőd;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Gelej;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Harsány;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Hejőbába;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Hejőkeresztúr;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Hejőkürt;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Hejőpapi;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Hejőszalonta;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Igrici;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Kács;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Kisgyőr;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Kistokaj;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Köröm;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Mályi;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Mezőcsát;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Mezőkeresztes;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Mezőkövesd;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Mezőnagymihály;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Mezőnyárád;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Muhi;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Nagycsécs;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Négyes;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Nemesbikk;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Nyékládháza;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Ónod;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Répáshuta;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Sajóhídvég;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Sajólád;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Sajópetri;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Sály;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Szakáld;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Szentistván;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Szomolya;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Tard;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Tibolddaróc;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Tiszabábolna;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Tiszadorogma;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Tiszakeszi;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Tiszatarján;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Tiszavalk;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Vatta;Borsod-Abaúj-Zemplén megye;Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület;Mez_kövesd;7;7;232800.3;1529604398.87
Budapest I. kerület;Budapest megye;﻿Budapest 1. számú egyéni választókerület;;;;;
Budapest IX. kerület;Budapest megye;﻿Budapest 1. számú egyéni választókerület;;;;;
Budapest V. kerület;Budapest megye;﻿Budapest 1. számú egyéni választókerület;;;;;
Budapest VIII. kerület;Budapest megye;﻿Budapest 1. számú egyéni választókerület;;;;;
Budapest III. kerület;Budapest megye;Budapest 10. számú egyéni választókerület;;;;;
Budapest IV. kerület;Budapest megye;Budapest 11. számú egyéni választókerület;;;;;
Budapest XIII. kerület;Budapest megye;Budapest 11. számú egyéni választókerület;;;;;
Budapest IV. kerület;Budapest megye;Budapest 12. számú egyéni választókerület;;;;;
Budapest XV. kerület;Budapest megye;Budapest 12. számú egyéni választókerület;;;;;
Budapest XIV. kerület;Budapest megye;Budapest 13. számú egyéni választókerület;;;;;
Budapest XVI. kerület;Budapest megye;Budapest 13. számú egyéni választókerület;;;;;
Budapest X. kerület;Budapest megye;Budapest 14. számú egyéni választókerület;;;;;
Budapest XVII. kerület;Budapest megye;Budapest 14. számú egyéni választókerület;;;;;
Budapest XVIII. kerület;Budapest megye;Budapest 15. számú egyéni választókerület;;;;;
Budapest XIX. kerület;Budapest megye;Budapest 16. számú egyéni választókerület;;;;;
Budapest XX: kerület;Budapest megye;Budapest 16. számú egyéni választókerület;;;;;
Budapest XXI. kerület;Budapest megye;Budapest 17. számú egyéni választókerület;;;;;
Budapest XXIII. kerület;Budapest megye;Budapest 17. számú egyéni választókerület;;;;;
Budapest XI. kerület;Budapest megye;Budapest 18. számú egyéni választókerület;;;;;
Budapest XXII. kerület;Budapest megye;Budapest 18. számú egyéni választókerület;;;;;
Budapest XI. kerület;Budapest megye;Budapest 2. számú egyéni választókerület;;;;;
Budapest II. kerület;Budapest megye;Budapest 3. számú egyéni választókerület;;;;;
Budapest XII. kerület;Budapest megye;Budapest 3. számú egyéni választókerület;;;;;
Budapest II. kerület;Budapest megye;Budapest 4. számú egyéni választókerület;;;;;
Budapest III. kerület;Budapest megye;Budapest 4. számú egyéni választókerület;;;;;
Budapest VI. kerület;Budapest megye;Budapest 5. számú egyéni választókerület;;;;;
Budapest VII. kerület;Budapest megye;Budapest 5. számú egyéni választókerület;;;;;
Budapest IX. kerület;Budapest megye;Budapest 6. számú egyéni választókerület;;;;;
Budapest VIII. kerület;Budapest megye;Budapest 6. számú egyéni választókerület;;;;;
Budapest XIII. kerület;Budapest megye;Budapest 7. számú egyéni választókerület;;;;;
Budapest XIV. kerület;Budapest megye;Budapest 8. számú egyéni választókerület;;;;;
Budapest X. kerület;Budapest megye;Budapest 9. számú egyéni választókerület;;;;;
Budapest XIX. kerület;Budapest megye;Budapest 9. számú egyéni választókerület;;;;;
Deszk;Csongrád megye;Csongrád megye 1. számú egyéni választókerület;Szeged;1;1;114685.88;253027073.97
Ferencszállás;Csongrád megye;Csongrád megye 1. számú egyéni választókerület;Szeged;1;1;114685.88;253027073.97
Klárafalva;Csongrád megye;Csongrád megye 1. számú egyéni választókerület;Szeged;1;1;114685.88;253027073.97
Kübekháza;Csongrád megye;Csongrád megye 1. számú egyéni választókerület;Szeged;1;1;114685.88;253027073.97
Tiszasziget;Csongrád megye;Csongrád megye 1. számú egyéni választókerület;Szeged;1;1;114685.88;253027073.97
Újszentiván;Csongrád megye;Csongrád megye 1. számú egyéni választókerület;Szeged;1;1;114685.88;253027073.97
Ásotthalom;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Bordány;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Domaszék;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Forráskút;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Mórahalom;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Öttömös;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Pusztamérges;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Röszke;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Ruzsa;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Szeged;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Üllés;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Zákányszék;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Zsombó;Csongrád megye;Csongrád megye 2. számú egyéni választókerület;Szeged;2;2;154914.43;815557155.25
Árpádhalom;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Baks;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Balástya;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Csanytelek;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Csengele;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Csongrád;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Derekegyház;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Dóc;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Eperjes;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Fábiánsebestyén;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Felgyő;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Kistelek;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Mindszent;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Nagymágocs;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Nagytőke;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Ópusztaszer;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
